0.08009230239211891,-0.09795571238642595,0.26437845932387244,-0.42074913094096966,-0.09791639891374546,-0.19652166225483023,-0.1255957904229979,-0.015578465579997092,0.06423993286446714,-0.13530567628006157,0.10119164873788035,0.05549360803426169,0.43058395191969695,-0.018788549986963474,0.3890277257047189,0.34976977741218074,0.11403221050246731,-0.13804990054295327,-0.13305718812324668,-0.269771267683144,0.03711275360557208,0.10257806947507066,-0.04253888176902985,0.038891431389758604,-0.042118638631170234,-0.16180582547979108,-0.31418729285857355,-0.038573686411149374,0.3612285878658679,-0.016895583693265118,0.28208913303097694,0.07308442466055956,0.3113390652294079,0.36452535707198386,0.3923179333999351,0.24716890980407996,0.2727336916780899,0.05260017861981622,0.0913163598421021,-0.053586032134397756,0.08554252231533008,0.030351461959896478,0.062178291702669385,0.18331578683861807,-0.22829335061185502,0.046559820052029105,0.2958326974790959,0.4730591718597673,-0.7758128726047258,0.8530840856118231,-1.2756292846791264,-0.05095257151410769,-0.009374054875937024,-0.46134191808281905,-0.09138866528566156,-0.14711220793292396,-0.7096638807010327,-0.04970745990451857,-0.021119746787598752,0.10175587636376668,0.04103773453579186,0.29654305046224116,0.04733081962003709,-0.1042599894029031
