-0.21436975841098135,0.19156887417137886,1.079900084534787,-0.7824642038797229,0.3976532830591649,-0.5703270854191859,0.28869893996486096,0.3478733189363975,0.44467542300985335,-0.4184262416869563,0.6026939903260644,0.0010901939971764626,-1.2512016454303727,0.4318586052816341,0.9095975386517136,0.3011100061735898,0.5621078900885298,-1.0232457451626409,0.3938281339154319,-0.3984688401786094,-1.1544697460209352,-2.2985776664695394,-0.6959249464252161,-1.1979953248240378,-0.02232714574743236,-0.16471862866850046,0.09136997963017118,0.08990581617879065,0.47656765436485715,-0.479981118649086,0.1814180938823435,-0.4484074743228595,0.7664474536507428,0.006135855562502082,0.24401576143165582,0.6565929487157206,0.38036344247678144,-0.4251005917445781,-0.06807236385026422,0.5876930579615309,1.3795697395226607,0.5819668722803564,0.7269314927160565,0.7341017398322601,-0.4214635389718322,0.23463996092546444,0.09652236111772136,-0.012515285976754192,-2.1932691298703935,1.271978596876283,-1.560796496629771,0.5611482265472761,-0.058985131685545894,-1.1557488399567184,0.9819714993679541,-0.5561796288551504,0.9344328675180655,0.3203882587368205,2.5921091736451496,-1.0455536551620177,0.6971486734954966,-0.2954274166456037,-0.19926397133857698,-1.076245676549638
