-0.19827872243755468,-0.10119047710221363,-0.02257419900507461,-0.2292956193683423,-0.0872702693408589,0.004435562010490415,-0.11097025804434846,-0.026209042543004393,-0.15426951773273623,-0.21168599315698736,-0.23851354601562258,-0.07346876861803636,-0.18042410555633853,0.02129435548949885,-0.028298033297698005,0.06482373691892959,0.1321992715404468,-0.5132124648896008,-0.35817935820820734,-0.3079450406783128,0.039909743956030114,-0.07563323997963503,-0.16632333035886332,-0.13276423619359395,-0.5436125891436683,-0.4462049691724964,-0.6502261641609912,-0.07520920893204411,-0.20003845586946756,-0.005728396419310885,-0.06524727531364506,-0.17242175758034597,0.4045347158453195,0.3499133995956078,0.3987269161542733,0.13941504495271242,0.11089277226112698,-0.11028915063900663,-0.10730208419077183,-0.06658671749059086,0.05982767175317347,-0.18904529547847335,-0.3421643559308129,0.08476055965397203,-0.10470873737953042,-0.11072707084096407,-0.05833305972818137,0.17782741291746615,-1.057879409019864,0.4875607786819103,-0.8527582426505028,-0.1586195343734982,-0.1650664817422563,-0.3609382477199027,-0.2632516568735342,-0.23960818596358882,-0.8890460958582923,-0.30073901410627524,0.37214749306724326,-0.18866454374415184,-0.09085897299319395,-0.2367880218019416,-0.32574119851676026,-0.27634533305840003
